"timestamp","container_cpu_system_seconds_total","container_cpu_usage_seconds_total","container_cpu_user_seconds_total","container_file_descriptors","container_fs_reads_bytes_total","container_fs_usage_bytes","container_fs_writes_bytes_total","container_last_seen","container_memory_cache","container_memory_failures_total","container_memory_max_usage_bytes","container_memory_rss","container_memory_usage_bytes","container_memory_working_set_bytes","container_network_receive_bytes_total","container_network_receive_packets_total","container_network_transmit_bytes_total","container_network_transmit_packets_total","container_processes","container_sockets","container_threads","net_in","net_out"
"8/8/2023 12:51:09","0.00240408076254437","0.00695922077886044","0.00425937434475668","41","0","1728512","0","5074497189","100564992","0","775041024","638570496","753680384","702857216","3048.6889080389","20.0049242890558","4321.37141450203","24.3752308260495","3","10","108","3048.6889080389","24.3752308260495"
"8/8/2023 12:52:09","0.000725952813067135","0.00908673500932999","0.00614362204731741","45","0","1728512","0","5074497369","100564992","0","775041024","638570496","753680384","702857216","4075.13376513658","25.8518727119121","5165.13658124472","31.9909884539566","3","14","108","4075.13376513658","31.9909884539566"
"8/8/2023 12:53:09","0.000530222693531272","0.00986881299496968","0.00446409158643441","44","0","1744896","0","5074497549","100564992","0","775041024","638570496","753704960","702881792","3613.15998938711","22.9769169540992","4610.45370124702","28.2302998142743","3","13","108","3613.15998938711","28.2302998142743"
"8/8/2023 12:54:09","0.00187911239819124","0.00949011944180787","0.00674869527414707","44","0","1744896","0","5074497729","100564992","55.0122249388753","775041024","638976000","753704960","702881792","4720.51363348129","30.5960684844642","6216.55041217502","37.571337983513","3","13","108","4720.51363348129","37.571337983513"
"8/8/2023 12:55:09","0.00142633005277418","0.00657958266874722","0.0021394950791614","41","0","1744896","0","5074497909","100564992","88.8546975670738","775041024","639078400","753704960","702881792","1097.2864321608","8.50921273031826","1134.80737018425","10.0502512562814","3","10","108","1097.2864321608","10.0502512562814"
"8/8/2023 12:56:09","0.000802825947334601","0.00567410327512009","0.00382081840135256","41","0","1744896","0","5074498089","100564992","0","775041024","639078400","753704960","702881792","4024.77979412077","26.4777671654462","4996.60405391064","32.420672821819","3","10","108","4024.77979412077","32.420672821819"
"8/8/2023 12:57:09","0.00061950192045594","0.00876670207645458","0.00495268244254928","44","0","1744896","0","5074498269","100564992","0","775041024","639078400","753721344","702898176","3574.13368680174","22.0917755475604","4702.3291043363","27.3306823202676","3","13","108","3574.13368680174","27.3306823202676"
"8/8/2023 12:58:09","0.000516208961387559","0.00874833249939307","0.00841053591762726","45","0","1744896","0","5074498449","100564992","0","775041024","639324160","753983488","703160320","3741.77573399363","24.8622972358381","4875.8401131942","30.2693415533882","3","14","108","3741.77573399363","30.2693415533882"
"8/8/2023 12:59:09","0.000632191174611189","0.00877824682196625","0.00630284351915522","44","0","1761280","0","5074498629","100564992","0","775041024","639324160","753983488","703160320","2982.87306815303","22.1434000506714","4089.23232835065","26.1971117304282","3","13","108","2982.87306815303","26.1971117304282"
"8/8/2023 13:00:09","0.00119948474764544","0.00340711851689206","0.00483526163079826","41","0","1761280","0","5074498809","100564992","0","775041024","639324160","753983488","703160320","1745.60053529609","11.6761458681833","2343.89427902308","14.2857142857143","3","10","108","1745.60053529609","14.2857142857143"
"8/8/2023 13:01:09","0.000652784124290083","0.00899046594544279","0.00588617416009373","43","0","1761280","0","5074498989","100564992","0","775041024","639324160","753983488","703160320","4320.80409845194","27.3972602739726","5343.63514868025","34.3022608308275","3","12","108","4320.80409845194","34.3022608308275"
"8/8/2023 13:02:09","0.00395176946893173","0.00963292802608859","0.00990582077344482","42","0","1761280","0","5074499169","100564992","0","775041024","639324160","753983488","703160320","3825.84468423846","25.5616486821157","5571.02423491951","31.0454625862374","3","11","108","3825.84468423846","31.0454625862374"
"8/8/2023 13:03:09","0.00128725083545959","0.00880564213716824","0.00643625417729772","44","0","1777664","0","5074499349","100564992","0","775041024","639324160","753991680","703168512","4277.13092169585","28.2641542973958","4523.33125944361","36.2634432494889","3","13","108","4277.13092169585","36.2634432494889"
"8/8/2023 13:04:09","0.00139464130986803","0.0069828799801858","0.0045288164246759","41","0","1777664","0","5074499529","100564992","0","775041024","639324160","753991680","703168512","3469.19997920674","24.0682019025836","4631.07553152779","29.5784165930239","3","10","108","3469.19997920674","29.5784165930239"
"8/8/2023 13:05:09","0.00145779739216267","0.00831553158055648","0.00518527818769113","43","0","1777664","0","5074499709","100564992","0","775041024","639324160","753991680","703168512","2663.48515293592","19.0332663540969","3757.59098012949","22.1031480241125","3","12","108","2663.48515293592","22.1031480241125"
"8/8/2023 13:06:09","0.00111851499330533","0.0106971714012342","0.00604293352201377","43","0","1826816","0","5074499889","100564992","24.1606526513963","775041024","639258624","753991680","703168512","3427.17376326306","22.7366680446465","4630.83918974783","27.2840016535759","3","12","108","3427.17376326306","27.2840016535759"
"8/8/2023 13:07:09","0.00171092525330869","0.0101701046215844","0.00739484739771465","41","0","1843200","0","5074500069","100564992","0","775041024","639258624","753991680","703168512","4807.52107606328","30.737899024344","5863.8817845979","38.7420668750592","3","10","108","4807.52107606328","38.7420668750592"
"8/8/2023 13:08:09","0.00258745626885559","0.00835955227631114","0.00600217924849824","41","0","1855488","0","5074500249","100564992","0","775041024","639258624","753991680","703168512","4470.08283171271","31.6921335597057","4615.8357771261","39.5122704121006","3","10","108","4470.08283171271","39.5122704121006"
"8/8/2023 13:09:09","0.00064250835260857","0.0112585392605881","0.0080603214799335","43","0","1855488","0","5074500429","100564992","0","775041024","639258624","753991680","703168512","4974.30886219885","32.4070783881743","5714.37708762703","40.7575865254779","3","12","108","4974.30886219885","40.7575865254779"
"8/8/2023 13:10:09","0.0019587066483399","0.00453304456381306","0.00399288077364567","41","0","1855488","0","5074500609","100564992","0","775041024","639258624","753991680","703168512","1082.76846236176","8.29468426685694","1126.65001783803","10.1676774884053","3","10","108","1082.76846236176","10.1676774884053"
"8/8/2023 13:11:09","0.0012012082367512","0.00764760823933924","0.00645230292356266","42","0","1871872","0","5074500789","100564992","3.76025524156791","775041024","639258624","753991680","703168512","3471.85701302636","21.084519842472","4401.15116631324","26.598000605877","3","11","108","3471.85701302636","26.598000605877"
"8/8/2023 13:12:09","0.00115273775216146","0.00690891150530846","0.00368136983563919","41","0","1871872","0","5074500969","100564992","0","775041024","639258624","753991680","703168512","3077.87610619469","20.5538110191265","4259.26348843848","25.4067941764202","3","10","108","3077.87610619469","25.4067941764202"
"8/8/2023 13:13:09","0.00154465193490282","0.0109215991101711","0.00757857974017208","45","0","1871872","0","5074501149","100564992","0","775041024","639258624","753991680","703168512","3799.94422755159","24.484104852203","5008.64472950363","30.7863915225878","3","14","108","3799.94422755159","30.7863915225878"
"8/8/2023 13:14:09","0.00238274595000498","0.0131413928610055","0.0141571721033303","44","0","1888256","0","5074501329","100564992","0","775041024","639258624","753991680","703168512","2984.83060846115","20.3382212483847","4125.28793752458","24.9452216416653","3","13","108","2984.83060846115","24.9452216416653"
"8/8/2023 13:15:09","0.00118060631331007","0.00828759022793241","0.00742055900850477","44","0","1904640","0","5074501509","100564992","0","775041024","638996480","753991680","703168512","2832.31867718903","20.4434423149192","4354.90417136415","24.2014280345735","3","13","108","2832.31867718903","24.2014280345735"
"8/8/2023 13:16:09","0.00205222383592909","0.0112516635350986","0.00768808913570573","43","0","1904640","0","5074501689","100564992","3.33501768569985","775041024","638996480","753991680","703168512","1909.25058548009","15.0273224043716","2075.81967213115","18.4426229508197","3","12","108","1909.25058548009","18.4426229508197"
"8/8/2023 13:17:09","0.000584863726751654","0.00753941025677316","0.00577088851704824","41","0","1904640","0","5074501869","100564992","0","775041024","638996480","753991680","703168512","2623.99407030919","17.15374841169","3679.26725963575","20.5421431596781","3","10","108","2623.99407030919","20.5421431596781"
"8/8/2023 13:18:09","0.00243539490709011","0.00783268715365636","0.00585659423058468","44","0","1904640","0","5074502049","100564992","4.78364861926506","775041024","638996480","753991680","703168512","1497.24613657024","10.6411421849099","2495.26763274691","12.2453344740923","3","13","108","1497.24613657024","12.2453344740923"
"8/8/2023 13:19:09","0.00267827589410523","0.00874859041561373","0.00679981355981482","42","0","1904640","0","5074502229","100564992","0","775041024","638996480","753991680","703168512","3762.92622442653","23.8065716057037","4834.71791692498","29.57222566646","3","11","108","3762.92622442653","29.57222566646"
"8/8/2023 13:20:09","0","0.00417094685426153","0.00288621489591449","41","0","1921024","0","5074502409","100564992","0","775041024","638996480","753999872","703176704","3560.34318398475","21.7349857006673","5122.78360343184","25.5481410867493","3","10","108","3560.34318398475","25.5481410867493"
"8/8/2023 13:21:09","0.00200216900057902","0.00965753727705573","0.00705072983889066","44","0","1921024","0","5074502589","100564992","0","775041024","638996480","753999872","703176704","3696.47740067557","24.9852554822798","4854.53863063643","30.5613640019302","3","13","108","3696.47740067557","30.5613640019302"
"8/8/2023 13:22:09","0.00144823001223005","0.00927378030092087","0.00734066807554184","44","0","1921024","0","5074502769","100564992","0","775041024","638996480","753999872","703176704","3600.83406270916","25.5882201513669","4902.38377181692","31.8179477938527","3","13","108","3600.83406270916","31.8179477938527"
"8/8/2023 13:23:09","0.00165464624488837","0.00833012596174392","0.00608948445045299","41","0","1921024","0","5074502949","100564992","0","775041024","638996480","753999872","703176704","2820.65703022339","19.7634691195795","3875.11169513798","22.9697766097241","3","10","108","2820.65703022339","22.9697766097241"
"8/8/2023 13:24:09","0.000928936367858947","0.0111632990109995","0.0127159859424832","44","0","1921024","0","5074503129","100564992","6.13098002786809","775041024","638996480","754008064","703184896","2492.38140872065","19.6454240536655","2725.25155725922","24.0536655486344","3","13","108","2492.38140872065","24.0536655486344"
"8/8/2023 13:25:09","0.00311152405262178","0.0102617799667067","0.0043318547622445","42","0","1921024","0","5074503309","100564992","0","775041024","638996480","754008064","703184896","4020.24408583492","28.110359187923","5216.9009196599","34.0679044479149","3","11","108","4020.24408583492","34.0679044479149"
"8/8/2023 13:26:09","0.00155470606749775","0.00898116208760023","0.00800718881424621","44","0","1921024","0","5074503489","100564992","0","775041024","638996480","754008064","703184896","4225.83226632522","27.9022620571916","5279.87622705933","34.677763551003","3","13","108","4225.83226632522","34.677763551003"
"8/8/2023 13:27:09","0.00160548003853158","0.0112977918271345","0.00772800619422935","44","0","1921024","0","5074503669","100564992","0","775041024","638996480","754008064","703184896","5482.47555143122","34.0495395816975","5330.1449068456","43.9003497751445","3","13","108","5482.47555143122","43.9003497751445"
"8/8/2023 13:28:09","0.00189466597863346","0.00792842323416608","0.00518910197224197","41","0","1921024","0","5074503849","100564992","0","775041024","638996480","754008064","703184896","2862.05586167585","16.815504465134","2743.39730191906","21.5656469694091","3","10","108","2862.05586167585","21.5656469694091"
"8/8/2023 13:29:09","0.00184701502764258","0.00946353377330661","0.00868415239234099","42","0","1921024","0","5074504029","100564992","0","775041024","638996480","754008064","703184896","4833.3484944965","33.1119803511325","6578.82288729191","39.7525698171564","3","11","108","4833.3484944965","39.7525698171564"
"8/8/2023 13:30:09","0.00104564228577401","0.0102035654901096","0.00605765820845239","41","0","1937408","0","5074504209","100564992","0","775041024","638996480","754008064","703184896","5519.66915473068","35.6398359222648","6896.37549593168","43.9109676551678","3","10","108","5519.66915473068","43.9109676551678"
"8/8/2023 13:31:09","0.00201422206318785","0.00779512897406758","0.00561713427467008","43","0","1937408","0","5074504389","100564992","0","775041024","638996480","754008064","703184896","4354.77205217616","29.5105256360584","5775.4100477851","35.709673253261","3","12","108","4354.77205217616","35.709673253261"
"8/8/2023 13:32:09","0.00075797771545515","0.00697369240647959","0.0065973226837614","44","0","1953792","0","5074504569","100564992","0","775041024","638996480","754008064","703184896","4197.03289161079","29.1959241856291","5226.43999788818","34.6866585713531","3","13","108","4197.03289161079","34.6866585713531"
"8/8/2023 13:33:09","0.00257323629192961","0.00974782067390748","0.00884723170812641","44","0","1953792","0","5074504749","100564992","0","775041024","638996480","754008064","703184896","4367.36832911171","28.9108219058433","6168.22429906542","35.3742684950651","3","13","108","4367.36832911171","35.3742684950651"
"8/8/2023 13:34:09","0.000555524693072595","0.00846075290065709","0.00865182558065031","41","0","1953792","0","5074504929","100564992","0","775041024","638996480","754008064","703184896","3224.72629034551","21.2569316081331","4578.27385184132","25.45144319636","3","10","108","3224.72629034551","25.45144319636"
"8/8/2023 13:35:09","0.00191767046376697","0.00745728534622642","0.00850139565682823","44","0","1953792","0","5074505109","100564992","0","775041024","638996480","754008064","703184896","3799.96816469465","25.0437735448612","3714.43731097787","31.4108346155887","3","13","108","3799.96816469465","31.4108346155887"
