"_id","container_cpu_system_seconds_total","container_cpu_usage_seconds_total","container_cpu_user_seconds_total","container_file_descriptors","container_fs_reads_bytes_total","container_fs_usage_bytes","container_fs_writes_bytes_total","container_last_seen","container_memory_cache","container_memory_failures_total","container_memory_max_usage_bytes","container_memory_rss","container_memory_usage_bytes","container_memory_working_set_bytes","container_network_receive_bytes_total","container_network_receive_packets_total","container_network_transmit_bytes_total","container_network_transmit_packets_total","container_processes","container_sockets","container_threads","net_in","net_out","timestamp"
"64d23ba704159b3ff412898e","0.000683643821568978","0.0140710440226546","0.00407696390180728","58","0","163840","0","6765996248","81641472","49.6325414459067","329297920","194736128","313225216","250777600","20.4721119699185","0.0696330339112875","4.59578023814498","0.0696330339112875","8","12","308","20.4721119699185","0.0696330339112875","8/8/2023 12:51:09"
"64d23ba704159b3ff412898f","0.00167757087736953","0.0142102545046281","0.00389309430732401","58","0","163840","0","6765996488","81641472","55.3598389531958","329297920","194732032","313593856","251146240","37.1798925071135","0.126462219411951","8.34650648118875","0.126462219411951","8","12","308","37.1798925071135","0.126462219411951","8/8/2023 12:52:09"
"64d23ba704159b3ff4128990","0.000885347498893375","0.0152392315666316","0.00328073015285184","58","0","163840","0","6765996728","81641472","93.4926958831341","329297920","195739648","314736640","252289024","90.8714265985361","0.414307416102748","27.0680845187129","0.414307416102748","8","12","308","90.8714265985361","0.414307416102748","8/8/2023 12:53:09"
"64d23ba704159b3ff4128991","0","0.0151391636671295","0.00337480825126348","58","0","163840","0","6765996968","81641472","39.117550214027","329297920","196603904","315092992","252645376","124.699113485587","0.469676510303528","31.4683261903364","0.469676510303528","8","12","308","124.699113485587","0.469676510303528","8/8/2023 12:54:09"
"64d23ba704159b3ff4128992","0.000564174894217195","0.0140336096694057","0.00174570995635645","58","0","163840","0","6765997208","81641472","59.5768688293371","329297920","196349952","315006976","252559360","86.6574965612105","0.294753389663981","19.4537237178228","0.294753389663981","8","12","308","86.6574965612105","0.294753389663981","8/8/2023 12:55:09"
"64d23ba704159b3ff4128993","0.000332325279984041","0.0151100384705256","0.00442710520211487","58","0","163840","0","6765997448","81641472","40.8524184278009","329297920","196485120","315404288","252956672","48.91846921797","0.166389351081531","10.981697171381","0.166389351081531","8","12","308","48.91846921797","0.166389351081531","8/8/2023 12:56:09"
"64d23ba704159b3ff4128994","0.00161917098445592","0.015341270431105","0.00483859800987866","58","0","163840","0","6765997688","81641472","36.9659145463274","329297920","196927488","315715584","253267968","101.108476965464","0.448516691228295","28.5769206125457","0.448516691228295","8","12","308","101.108476965464","0.448516691228295","8/8/2023 12:57:09"
"64d23d1104159b3ff4128a33","0","0.0153026012658491","0.00830869659277797","58","0","163840","0","6765997928","81641472","44.4872412132884","329297920","197308416","316043264","253595648","111.161685126182","0.455166135639508","29.8386688919233","0.455166135639508","8","12","308","111.161685126182","0.455166135639508","8/8/2023 12:58:09"
"64d23d1104159b3ff4128a34","0.000542005420054189","0.0132401815600271","0.00244789518271629","58","0","163840","0","6765998168","81641472","31.505728314239","329297920","197713920","316416000","253968384","125.31429146133","0.502866338127326","32.9880317811526","0.502866338127326","8","12","308","125.31429146133","0.502866338127326","8/8/2023 12:59:09"
"64d23d1104159b3ff4128a35","0","0.0119774600972624","0.00139840581736817","58","0","163840","0","6765998408","81641472","73.835827157041","329297920","197570560","316604416","254156800","116.916331750091","0.521947909598622","32.9871078866329","0.521947909598622","8","12","308","116.916331750091","0.521947909598622","8/8/2023 13:00:09"
"64d23d1104159b3ff4128a36","0","0.0123495688100218","0.00188651247161874","58","0","163840","0","6765998648","81641472","39.0268626457172","329297920","197967872","317005824","254558208","124.312302469858","0.46821959499005","31.3707128643334","0.46821959499005","8","12","308","124.312302469858","0.46821959499005","8/8/2023 13:01:09"
"64d23d1104159b3ff4128a37","0.000957762666411328","0.0116571472206706","0","58","0","163840","0","6765998888","81641472","50.5698687865147","332402688","194498560","312848384","250400768","102.385512798189","0.348250043531255","22.9845028730629","0.348250043531255","8","12","308","102.385512798189","0.348250043531255","8/8/2023 13:02:09"
"64d23d1104159b3ff4128a38","0.0016559728405113","0.0144157683284189","0.00527671089157992","58","0","163840","0","6765999128","81641472","64.8372519483922","332402688","194768896","313065472","250617856","151.854617874035","0.580864658534561","39.0009127873206","0.580864658534561","8","12","308","151.854617874035","0.580864658534561","8/8/2023 13:03:09"
"64d23e7b04159b3ff4128ad5","0.000761266747868437","0.0143816492627975","0.00592857333518795","58","0","163840","0","6765999368","81641472","60.8996539792388","332402688","194904064","313466880","251019264","97.9342004590666","0.382555470543229","25.7587350165774","0.382555470543229","8","12","308","97.9342004590666","0.382555470543229","8/8/2023 13:04:09"
"64d23e7b04159b3ff4128ad6","0.0013180521037944","0.0151010305268495","0.00527220841517761","58","0","163840","0","6765999608","81641472","51.1284408407788","332402688","194834432","313253888","250806272","33.1099724083563","0.112618953769919","7.43285094881469","0.112618953769919","8","12","308","33.1099724083563","0.112618953769919","8/8/2023 13:05:09"
"64d23e7b04159b3ff4128ad7","0","0.0147159596452844","0.000647332988088944","58","0","163840","0","6765999848","81641472","34.1791817711031","332402688","194539520","313507840","251060224","152.840623428859","0.574588809882927","37.7792142498025","0.574588809882927","8","12","308","152.840623428859","0.574588809882927","8/8/2023 13:06:09"
"64d23e7b04159b3ff4128ad8","0","0.0132916543900874","0.00144991051868901","58","0","163840","0","6766000088","81641472","33.5536349771225","332402688","195080192","314015744","251568128","92.4989890820865","0.353821269712899","23.7565709664375","0.353821269712899","8","12","308","92.4989890820865","0.353821269712899","8/8/2023 13:07:09"
