"_id","container_cpu_system_seconds_total","container_cpu_usage_seconds_total","container_cpu_user_seconds_total","container_file_descriptors","container_fs_reads_bytes_total","container_fs_usage_bytes","container_fs_writes_bytes_total","container_last_seen","container_memory_cache","container_memory_failures_total","container_memory_max_usage_bytes","container_memory_rss","container_memory_usage_bytes","container_memory_working_set_bytes","container_network_receive_bytes_total","container_network_receive_packets_total","container_network_transmit_bytes_total","container_network_transmit_packets_total","container_processes","container_sockets","container_threads","net_in","net_out","timestamp"
"64d23ba704159b3ff4128972","0","0.00160241554183469","0.00321467470668813","10","0","8163328","0","5074497162","0","0","31678464","16609280","25190400","25190400","6079.382768967","22.717531075868","4892.92756108016","21.5173596228033","2","3","30","6079.382768967","21.5173596228033","8/8/2023 12:51:09"
"64d23ba704159b3ff4128973","0.000541535795516072","0.00215062088231643","0.000541535795516072","10","0","8192000","0","5074497342","0","0","31678464","16609280","25190400","25190400","3224.33637494815","12.5466611364579","2631.1177934467","11.976358357528","2","3","30","3224.33637494815","11.976358357528","8/8/2023 12:52:09"
"64d23ba704159b3ff4128974","0","0.00299739512665447","0.00277656667566621","10","0","8220672","0","5074497522","0","0","31686656","16609280","25198592","25198592","3911.25579212857","19.2386650243416","3584.84368584668","18.4761569593525","2","3","30","3911.25579212857","18.4761569593525","8/8/2023 12:53:09"
"64d23ba704159b3ff4128975","0","0.00116839175650818","0","10","0","8257536","0","5074497702","0","0","31686656","16609280","25198592","25198592","3483.781278962","14.0871177015755","2962.65060240964","13.4383688600556","2","3","30","3483.781278962","13.4383688600556","8/8/2023 12:54:09"
"64d23ba704159b3ff4128976","0.000797384578582233","0.00213934747799691","0.00193458819488971","10","0","8286208","0","5074497882","0","0","31694848","16609280","25206784","25206784","2608.67815706525","8.91958956475086","2242.6396619945","8.2489437328147","2","3","30","2608.67815706525","8.2489437328147","8/8/2023 12:55:09"
"64d23ba704159b3ff4128977","0.000557196188778106","0.00212151318130405","0.00109061486910023","10","0","8310784","0","5074498062","0","0","31694848","16609280","25206784","25206784","5138.4872080089","21.4524074368346","4453.51978388686","20.6578738280629","2","3","30","5138.4872080089","20.6578738280629","8/8/2023 12:56:09"
"64d23ba704159b3ff4128978","0","0.00277788117698718","0.00151476899772781","10","0","8339456","0","5074498242","0","0","31703040","16609280","25272320","25272320","8129.72179162927","32.0633107611977","6706.45345516848","30.6763482091866","2","3","30","5260.73232323232","19.9314574314574","8/8/2023 12:57:09"
"64d23d1104159b3ff4128a21","0.000532935408228511","0.00461523617160405","0.00247214278945657","10","0","8372224","0","5074498422","0","0","31703040","16609280","25272320","25272320","10029.6485108666","36.1550845183794","8124.29568017172","33.0694928897236","2","3","30","10029.6485108666","33.0694928897236","8/8/2023 12:58:09"
"64d23d1104159b3ff4128a22","0.000527231507354915","0.00340934207548875","0.00191261113107485","10","0","8404992","0","5074498602","0","0","31768576","16609280","25280512","25280512","7186.59193557164","26.9358437176906","5853.18604777711","25.7386951080155","2","3","30","7186.59193557164","25.7386951080155","8/8/2023 12:59:09"
"64d23d1104159b3ff4128a23","0.00134241325101826","0.00085799032156134","0.000587924040213992","10","0","8437760","0","5074498782","0","0","31768576","16609280","25280512","25280512","1758.38473899746","6.16867969519465","1577.41952205692","5.80581618371261","2","3","30","1758.38473899746","5.80581618371261","8/8/2023 13:00:09"
"64d23d1104159b3ff4128a24","0.00162335756722801","0.00166299588910985","0.00043652872359008","10","0","8454144","0","5074498962","0","0","31768576","16609280","25280512","25280512","4690.11588275392","17.8936605316973","3985.65098841172","17.0756646216769","2","3","30","4690.11588275392","17.0756646216769","8/8/2023 13:01:09"
"64d23d1104159b3ff4128a25","0.000433745391455245","0.00182652896751639","0.0014897295981677","10","0","8482816","0","5074499142","0","0","31776768","16609280","25296896","25296896","4343.62794443326","16.9116166700221","3746.68814173545","15.9049728206161","2","3","30","4343.62794443326","15.9049728206161","8/8/2023 13:02:09"
"64d23d1104159b3ff4128a26","0.000529408650537338","0.00247813865857024","0.00193332539027473","10","0","8515584","0","5074499322","0","0","31776768","16609280","25296896","25296896","6497.08309244757","24.4389551689704","5488.51631891523","23.3878173122405","2","3","30","6497.08309244757","23.3878173122405","8/8/2023 13:03:09"
"64d23e7a04159b3ff4128ac9","0.000796114959000133","0.00264672758453552","0.000796114959000063","10","0","8548352","0","5074499502","0","0","31776768","16609280","25296896","25296896","6604.66052644824","26.1714228194675","5684.68468468468","24.6615330414213","2","3","30","6604.66052644824","24.6615330414213","8/8/2023 13:04:09"
"64d23e7a04159b3ff4128aca","0","0.00235286104780696","0.00284178142421238","10","0","8577024","0","5074499682","0","0","31776768","16609280","25296896","25296896","4872.6151363191","19.02126923742","4444.80949910658","18.1566660902646","2","3","30","4872.6151363191","18.1566660902646","8/8/2023 13:05:09"
"64d23e7a04159b3ff4128acb","0.0021162895941552","0.00402853799682962","0.00434713394560698","10","0","8601600","0","5074499862","0","0","31776768","16609280","25296896","25296896","7421.12698163554","29.587191963585","5976.61277664417","28.5669439648407","2","3","30","7421.12698163554","28.5669439648407","8/8/2023 13:06:09"
"64d23e7a04159b3ff4128acc","0.000598479861152659","0.003230138271368","0.00119695972230532","10","0","8642560","0","5074500042","0","0","31776768","16609280","25296896","25296896","7352.15302940929","30.5047611022162","6444.76278756215","29.0722170725541","2","3","30","7352.15302940929","29.0722170725541","8/8/2023 13:07:09"
"64d23e7a04159b3ff4128acd","0.0010661407575695","0.00361932716812751","0.00370577894444875","10","0","8671232","0","5074500222","0","0","31776768","16609280","25296896","25296896","7406.61707126077","31.3234142521535","6282.49804228661","29.9530148786218","2","3","30","7406.61707126077","29.9530148786218","8/8/2023 13:08:09"
"64d23e7a04159b3ff4128ace","0.00367111123147378","0.00499327406733306","0.00448944183703835","10","0","8704000","0","5074500402","0","0","31776768","16609280","25296896","25296896","8612.5063634821","33.5143390463261","6938.4863397251","31.1386390632954","2","3","30","8612.5063634821","31.1386390632954","8/8/2023 13:09:09"
"64d23fe404159b3ff4128b7d","0.00105647747097844","0.00318806905392374","0.00206256429627153","10","0","8740864","0","5074500582","0","0","31776768","16609280","25296896","25296896","10981.5231205396","40.1798807312543","8535.14517548148","37.2470427216737","2","3","30","10981.5231205396","37.2470427216737","8/8/2023 13:10:09"
