"_id","container_cpu_system_seconds_total","container_cpu_usage_seconds_total","container_cpu_user_seconds_total","container_file_descriptors","container_fs_reads_bytes_total","container_fs_usage_bytes","container_fs_writes_bytes_total","container_last_seen","container_memory_cache","container_memory_failures_total","container_memory_max_usage_bytes","container_memory_rss","container_memory_usage_bytes","container_memory_working_set_bytes","container_network_receive_bytes_total","container_network_receive_packets_total","container_network_transmit_bytes_total","container_network_transmit_packets_total","container_processes","container_sockets","container_threads","net_in","net_out","timestamp"
"64d23ba604159b3ff4128910","0.00227715220737031","0.00652447182826388","0.00517592435630862","20","0","6078464","0","5074497162","270336","0","33288192","20193280","28475392","28205056","6621.45706487508","32.9624186437119","6282.66498705298","47.3791028063545","2","13","32","6621.45706487508","47.3791028063545","8/8/2023 12:51:09"
"64d23ba604159b3ff4128911","0.00229189074437584","0.00479034263360994","0.0046474646210615","21","0","6115328","0","5074497342","270336","0","33288192","20193280","28475392","28205056","3635.45762711864","19.0508474576271","3489.28813559322","26.5084745762712","2","14","32","3635.45762711864","26.5084745762712","8/8/2023 12:52:09"
"64d23ba604159b3ff4128912","0.00442926456411853","0.00984753366296192","0.0061653849709564","20","0","6148096","0","5074497522","270336","0","33288192","20193280","28475392","28205056","8879.9528175433","43.2684574553643","8396.65433488821","62.3022894214787","2","13","32","8879.9528175433","62.3022894214787","8/8/2023 12:53:09"
"64d23ba604159b3ff4128913","0.00140934395039131","0.00599242794152094","0.0049946090838295","18","0","6193152","0","5074497702","270336","0","33288192","20193280","28475392","28205056","5416.56701315426","27.5043694232361","5167.09594333548","39.0948394811885","2","11","32","5416.56701315426","39.0948394811885","8/8/2023 12:54:09"
"64d23ba604159b3ff4128914","0.00127857080719355","0.00560870528532776","0.00127857080719333","21","0","6234112","0","5074497882","270336","0","33288192","20193280","28475392","28205056","7783.45346286431","38.4832340958947","7360.76465057976","55.2178000626763","2","14","32","7783.45346286431","55.2178000626763","8/8/2023 12:55:09"
"64d23ba604159b3ff4128915","0.00450338738801423","0.00642337210503965","0.00450338738801423","22","0","6266880","0","5074498062","270336","0","33288192","20193280","28475392","28205056","7280.99299421261","37.0849832470302","6915.16905269571","52.3911056960097","2","15","32","7280.99299421261","52.3911056960097","8/8/2023 12:56:09"
"64d23ba604159b3ff4128916","0.00217922627498679","0.00713105199108114","0.00378796935070351","20","0","6266880","0","5074498242","270336","0","33288192","20193280","28475392","28205056","5594.31998001166","28.2335304405763","5351.21179312068","40.5596735237778","2","13","32","7431.38316383744","53.2075325780132","8/8/2023 12:57:09"
"64d23d1104159b3ff41289e5","0","0.00699900518474501","0.00598618748269365","22","0","6336512","0","5074498422","270336","0","33288192","20193280","28475392","28205056","6182.1165705192","31.0324249055102","5782.67356276109","42.8685100457529","2","15","32","6182.1165705192","42.8685100457529","8/8/2023 12:58:09"
"64d23d1104159b3ff41289e6","0.00403791811623109","0.00731637854747267","0.00469938127273337","21","0","6377472","0","5074498602","270336","0","33288192","20193280","28475392","28205056","5822.66201008925","28.4827318587505","5504.22972448584","41.0554908808692","2","14","32","5822.66201008925","41.0554908808692","8/8/2023 12:59:09"
"64d23d1104159b3ff41289e7","0.000530194581411461","0.00223784102874138","0.00188136334238973","18","0","6406144","0","5074498782","270336","0","33288192","20193280","28475392","28205056","1181.74012593017","7.22667429879794","1202.27532913566","9.5163136805953","2","11","32","1181.74012593017","9.5163136805953","8/8/2023 13:00:09"
